PropertyStore FormatID\ID,Description
78C34FC8-104A-4ACA-9EA4-524D52996E57\71,Devices MetadataPath
78C34FC8-104A-4aca-9EA4-524D52996E57\72,DeviceDisplay IsMetadataSearchInProgress
78C34FC8-104A-4aca-9EA4-524D52996E57\73,DeviceDisplay MetadataChecksum
78C34FC8-104A-4aca-9EA4-524D52996E57\74,DeviceDisplay IsNotInterestingForDisplay
78C34FC8-104A-4aca-9EA4-524D52996E57\76,DeviceDisplay LaunchDeviceStageOnDeviceConnect
78C34FC8-104A-4ACA-9EA4-524D52996E57\77,Devices LaunchDeviceStageFromExplorer
78C34FC8-104A-4aca-9EA4-524D52996E57\78,DeviceDisplay BaselineExperienceId
78C34FC8-104A-4aca-9EA4-524D52996E57\79,DeviceDisplay IsDeviceUniquelyIdentifiable
78C34FC8-104A-4aca-9EA4-524D52996E57\80,DeviceDisplay AssociationArray
78C34FC8-104A-4ACA-9EA4-524D52996E57\81,Devices DeviceDescription1
78C34FC8-104A-4ACA-9EA4-524D52996E57\82,Devices DeviceDescription2
78C34FC8-104A-4ACA-9EA4-524D52996E57\83,Devices NotWorkingProperly
78C34FC8-104A-4ACA-9EA4-524D52996E57\84,Devices IsShared
78C34FC8-104A-4ACA-9EA4-524D52996E57\85,Devices IsNetworkConnected
78C34FC8-104A-4ACA-9EA4-524D52996E57\86,Devices IsDefault
78C34FC8-104A-4aca-9EA4-524D52996E57\87,DeviceDisplay MetadataCabinet
78C34FC8-104A-4aca-9EA4-524D52996E57\88,DeviceDisplay RequiresPairingElevation
78C34FC8-104A-4aca-9EA4-524D52996E57\89,DeviceDisplay ExperienceId
78C34FC8-104A-4ACA-9EA4-524D52996E57\90,Devices CategoryIds
78C34FC8-104A-4ACA-9EA4-524D52996E57\91,Devices Category
78C34FC8-104A-4ACA-9EA4-524D52996E57\92,Devices CategoryPlural
78C34FC8-104A-4aca-9EA4-524D52996E57\93,DeviceDisplay Category_Icon
78C34FC8-104A-4ACA-9EA4-524D52996E57\94,Devices CategoryGroup
78C34FC8-104A-4aca-9EA4-524D52996E57\95,DeviceDisplay CategoryGroup_Icon
78C34FC8-104A-4aca-9EA4-524D52996E57\97,DeviceDisplay PrimaryCategory
78C34FC8-104A-4aca-9EA4-524D52996E57\98,DeviceDisplay UnpairUninstall
78C34FC8-104A-4aca-9EA4-524D52996E57\99,DeviceDisplay RequiresUninstallElevation
78C34FC8-104A-4aca-9EA4-524D52996E57\100,DeviceDisplay DeviceFunctionSubRank
78C34FC8-104A-4aca-9EA4-524D52996E57\101,DeviceDisplay AlwaysShowDeviceAsConnected
53808008-07BB-4661-BC3C-B5953E708560\1,DeviceInterface Device Path
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\1,Devnode, PnPXDevNode
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\2,AssociationState
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\3,AssociatedInstanceId
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4,LastNotificationTime
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4096,Devices GlobalIdentity
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4097,Devices Types
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4098,Devices Scopes
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4099,Devices XAddrs
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4100,Devices MetadataVersion
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4101,Devices ID
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\4102,Devices RootProxy/RemoteAddress
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\8192,Devices Manufacturer
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\8194,Devices ModelName
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\8195,Devices ModelNumber
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\8198,Devices PresentationUrl
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\12288,Devices FriendlyName
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12289,Devices Firmware Version
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12290,Devices Serial Number
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12292,Devices Category
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12293,Devices Category Description
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12294,Devices PhysicalAddress
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12295,Devices NetworkInterfaceLuid
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12296,Devices NetworkInterfaceGuid
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\12297,Devices IpAddress
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\12304,Devices Category Descrtiption NonPlural
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\16384,Devices ServiceAddress
656A3BB3-ECC0-43FD-8477-4AE0404A96CD\16385,Devices ServiceId
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\16386,Devices Service Types
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\16388,Devices Service Control Url
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\16389,Devices Service Desc Url
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\16390,Devices Service Event Sub Url
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\20480,Devices DomainName
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\20482,Devices ShareName
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\24576,Devices Alt Location Info
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\24577,Devices LifeTime
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\24578,Devices NetworkInterface
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\28672,Devices Removable
656a3bb3-ecc0-43fd-8477-4ae0404a96cd\28688,Devices IP Bus Enumerated
8807CAE6-7DB6-4f10-8EE4-435EAA1392BC\1,Pairing ListItemText
8807CAE6-7DB6-4f10-8EE4-435EAA1392BC\2,Pairing ListItemDescription
8807CAE6-7DB6-4f10-8EE4-435EAA1392BC\3,Pairing ListItemIcon
8807CAE6-7DB6-4f10-8EE4-435EAA1392BC\4,Pairing ListItemDefault
8807CAE6-7DB6-4f10-8EE4-435EAA1392BC\16,Pairing IsWifiOnlyDevice
65A98875-3C80-40AB-ABBC-EFDAF77DBEE2\100,AcquisitionID
660E04D6-81AB-4977-A09F-82313113AB26\100,Contact HomeFaxNumber
6614EF48-4EFE-4424-9EDA-C79F404EDF3E\2,Devices Notifications MissedCall
668CDFA5-7A1B-4323-AE4B-E527393A1D81\100,SourceItem
67DF94DE-0CA7-4D6F-B792-053A3E4F03CF\100,FlagColor
6845CC72-1B71-48C3-AF86-B09171A19B14\3,Devices DialProtocol InstalledApplications
68DD6094-7216-40F1-A029-43FE7127043F\100,PropGroup Music
6A15E5A0-0A1E-4CD7-BB8C-D2F1B0C929BC\100,Contact BusinessTelephone
6AF55D45-38DB-4495-ACB0-D4728A3B8314\2,Devices AepContainer SupportsAudio
6AF55D45-38DB-4495-ACB0-D4728A3B8314\3,Devices AepContainer SupportsVideo
6AF55D45-38DB-4495-ACB0-D4728A3B8314\4,Devices AepContainer SupportsImages
6AF55D45-38DB-4495-ACB0-D4728A3B8314\5,Devices AepContainer SupportedUriSchemes
6AF55D45-38DB-4495-ACB0-D4728A3B8314\6,Devices AepContainer DialProtocol InstalledApplications
6AF55D45-38DB-4495-ACB0-D4728A3B8314\7,Devices AepContainer SupportsLimitedDiscovery
6AF55D45-38DB-4495-ACB0-D4728A3B8314\8,Devices AepContainer SupportsPositioning
6AF55D45-38DB-4495-ACB0-D4728A3B8314\9,Devices AepContainer SupportsNetworking
6AF55D45-38DB-4495-ACB0-D4728A3B8314\10,Devices AepContainer SupportsRendering
6AF55D45-38DB-4495-ACB0-D4728A3B8314\11,Devices AepContainer SupportsCapturing
6AF55D45-38DB-4495-ACB0-D4728A3B8314\12,Devices AepContainer SupportsObjectTransfer
6AF55D45-38DB-4495-ACB0-D4728A3B8314\13,Devices AepContainer SupportsTelephony
6AF55D45-38DB-4495-ACB0-D4728A3B8314\14,Devices AepContainer SupportsInformation
6AFE7437-9BCD-49C7-80FE-4A5C65FA5874\104,Music DiscNumber
6B223B6A-162E-4AA9-B39F-05D678FC6D77\100,Music SynchronizedLyrics
6B8B68F6-200B-47EA-8D25-D8050F57339F\100,Photo FlashText
6B8DA074-3B5C-43BC-886F-0A2CDCE00B6F\100,ItemName
6BDD1FC6-810F-11D0-BEC7-08002BE2092F\2,Devices WiaDeviceType
6ccd0131-c397-4744-b2d8-d2c13f457026\80,Game Type
6D217F6D-3F6A-4825-B470-5F03CA2FBE9B\100,Photo ProgramMode
6D24888F-4718-4BDA-AFED-EA0FB4386CD8\100,OfflineStatus
6D6D5D49-265D-4688-9F4E-1FDD33E7CC83\100,Identity InternetSid
6D748DE2-8D38-4CC3-AC60-F009B057C557\2,RecordedTV EpisodeName
6D748DE2-8D38-4CC3-AC60-F009B057C557\3,RecordedTV ProgramDescription
6D748DE2-8D38-4CC3-AC60-F009B057C557\4,RecordedTV Credits
6D748DE2-8D38-4CC3-AC60-F009B057C557\5,RecordedTV StationCallSign
6D748DE2-8D38-4CC3-AC60-F009B057C557\7,RecordedTV ChannelNumber
6d748de2-8d38-4cc3-ac60-f009b057c557\10,RecordedTV Video Quality
6D748DE2-8D38-4CC3-AC60-F009B057C557\12,RecordedTV IsClosedCaptioningAvailable
6D748DE2-8D38-4CC3-AC60-F009B057C557\13,RecordedTV IsRepeatBroadcast
6D748DE2-8D38-4CC3-AC60-F009B057C557\14,RecordedTV IsSAP
6D748DE2-8D38-4CC3-AC60-F009B057C557\15,RecordedTV DateContentExpires
6D748DE2-8D38-4CC3-AC60-F009B057C557\16,RecordedTV IsATSCContent
6D748DE2-8D38-4CC3-AC60-F009B057C557\17,RecordedTV IsDTVContent
6D748DE2-8D38-4CC3-AC60-F009B057C557\18,RecordedTV IsHDContent
6E682923-7F7B-4F0C-A337-CFCA296687BF\100,Contact OtherAddressCity
6EBE6946-2321-440A-90F0-C043EFD32476\100,Photo BrightnessDenominator
6FA20DE6-D11C-4D9D-A154-64317628C12D\100,ExpandoProperties
702926F4-44A6-43E1-AE71-45627116893B\100,GPS TrackNumerator
7036dcfc-69ab-4316-b5ac-50de702447b0\102,Structured Query Before
7036dcfc-69ab-4316-b5ac-50de702447b0\103,Structured Query After
7036dcfc-69ab-4316-b5ac-50de702447b0\104,Structured Query File
7036dcfc-69ab-4316-b5ac-50de702447b0\105,Structured Query Custom Property Boolean
7036dcfc-69ab-4316-b5ac-50de702447b0\106,Structured Query Custom Property Integer
7036dcfc-69ab-4316-b5ac-50de702447b0\107,Structured Query Custom Property Floating Point
7036dcfc-69ab-4316-b5ac-50de702447b0\108,Structured Query Custom Property String
7036dcfc-69ab-4316-b5ac-50de702447b0\109,Structured Query Custom Property DateTime
7036dcfc-69ab-4316-b5ac-50de702447b0\110,Structured Query Has
7036dcfc-69ab-4316-b5ac-50de702447b0\111,Structured Query Is
7036dcfc-69ab-4316-b5ac-50de702447b0\112,Structured Query Null
705ccb0f-5a0d-41ea-b2ca-2c9b5cc7db41\100,Verb Restrictions
705d8364-7547-468c-8c88-84860bcbed4c\2,SAM Name
705d8364-7547-468c-8c88-84860bcbed4c\3,SAM Version
705d8364-7547-468c-8c88-84860bcbed4c\4,SAM Date Changed
705d8364-7547-468c-8c88-84860bcbed4c\5,SAM Password Last Set
705d8364-7547-468c-8c88-84860bcbed4c\6,SAM Date Account Expires
705d8364-7547-468c-8c88-84860bcbed4c\7,SAM Password Can Change
705d8364-7547-468c-8c88-84860bcbed4c\8,SAM Password Must Change
705d8364-7547-468c-8c88-84860bcbed4c\9,SAM Full Name
705d8364-7547-468c-8c88-84860bcbed4c\10,SAM Home Directory
705d8364-7547-468c-8c88-84860bcbed4c\11,SAM Home Directory Drive
705d8364-7547-468c-8c88-84860bcbed4c\12,SAM Script Path
705d8364-7547-468c-8c88-84860bcbed4c\13,SAM Profile Path
705d8364-7547-468c-8c88-84860bcbed4c\14,SAM Admin Comment
705d8364-7547-468c-8c88-84860bcbed4c\15,SAM Workstations
705d8364-7547-468c-8c88-84860bcbed4c\16,SAM User Comment
705d8364-7547-468c-8c88-84860bcbed4c\17,SAM Password
705d8364-7547-468c-8c88-84860bcbed4c\18,SAM Security Id
705d8364-7547-468c-8c88-84860bcbed4c\19,SAM User Account Control
705d8364-7547-468c-8c88-84860bcbed4c\20,SAM Logon Hours
705d8364-7547-468c-8c88-84860bcbed4c\21,SAM Country Code
705d8364-7547-468c-8c88-84860bcbed4c\22,SAM Code Page
705d8364-7547-468c-8c88-84860bcbed4c\23,SAM Password Expired
705d8364-7547-468c-8c88-84860bcbed4c\24,SAM User Picture
705d8364-7547-468c-8c88-84860bcbed4c\25,SAM Password Hint
705d8364-7547-468c-8c88-84860bcbed4c\26,SAM Domain
705d8364-7547-468c-8c88-84860bcbed4c\31,SAM Groups
705d8364-7547-468c-8c88-84860bcbed4c\32,SAM Type
705d8364-7547-468c-8c88-84860bcbed4c\36,SAM Interactive Login
705d8364-7547-468c-8c88-84860bcbed4c\37,SAM Network Login
705d8364-7547-468c-8c88-84860bcbed4c\38,SAM Batch Login
705d8364-7547-468c-8c88-84860bcbed4c\39,SAM Service Login
705d8364-7547-468c-8c88-84860bcbed4c\40,SAM Remote Interactive Login
705d8364-7547-468c-8c88-84860bcbed4c\41,SAM Deny Interactive Login
705d8364-7547-468c-8c88-84860bcbed4c\42,SAM Deny Network Login
705d8364-7547-468c-8c88-84860bcbed4c\43,SAM Deny Batch Login
705d8364-7547-468c-8c88-84860bcbed4c\44,SAM Deny Service Login
705d8364-7547-468c-8c88-84860bcbed4c\45,SAM Deny Remote Interactive Login
705d8364-7547-468c-8c88-84860bcbed4c\46,SAM Dont Show In Logon UI
705d8364-7547-468c-8c88-84860bcbed4c\47,SAM Shell Admin Object Props
705d8364-7547-468c-8c88-84860bcbed4c\50,SAM Password Is Empty
705d8364-7547-468c-8c88-84860bcbed4c\102,SAM Group Members
705d8364-7547-468c-8c88-84860bcbed4c\103,SAM Residual Id
705d8364-7547-468c-8c88-84860bcbed4c\200,LOGON LU Id
705d8364-7547-468c-8c88-84860bcbed4c\201,LOGON Authentication Package
705d8364-7547-468c-8c88-84860bcbed4c\202,LOGON TS Session
705d8364-7547-468c-8c88-84860bcbed4c\203,LOGON Logon Time
705d8364-7547-468c-8c88-84860bcbed4c\204,LOGON Logon Server
705d8364-7547-468c-8c88-84860bcbed4c\205,LOGON Dns Domain Name
705d8364-7547-468c-8c88-84860bcbed4c\206,LOGON UPN
705d8364-7547-468c-8c88-84860bcbed4c\207,LOGON Client Name
705d8364-7547-468c-8c88-84860bcbed4c\208,LOGON WinS tation Name
705d8364-7547-468c-8c88-84860bcbed4c\209,LOGON Status
705d8364-7547-468c-8c88-84860bcbed4c\500,PROFILE Path
705d8364-7547-468c-8c88-84860bcbed4c\501,PROFILE GUID
71724756-3E74-4432-9B59-E7B2F668A593\2,Devices AepService FriendlyName
71724756-3E74-4432-9B59-E7B2F668A593\3,Devices AepService ServiceClassId
71724756-3E74-4432-9B59-E7B2F668A593\4,Devices AepService ContainerId
71B377D6-E570-425F-A170-809FAE73E54E\100,Contact OtherAddressState
720eb626-dbe4-4113-835c-9315e1e2ff77\2,Actions Action Name
720eb626-dbe4-4113-835c-9315e1e2ff77\3,Actions Activation Context
7268AF55-1CE4-4F6E-A41F-B6E4EF10E4A9\100,Contact Profession
72FAB781-ACDA-43E5-B155-B2434F85E678\100,DateCompleted
72FC5BA4-24F9-4011-9F3F-ADD27AFAD818\100,Calendar ReminderTime
730FB6DD-CF7C-426B-A03F-BD166CC9EE24\100,Contact BusinessAddress
73389854-0b42-4ea6-bc67-847d430899fd\2,Connected Search Require Template
733cb147-8b1f-4c48-9966-192fde353c75\100,Music Stack Thumbnail Cache Ids
738BF284-1D87-420B-92CF-5834BF6EF9ED\100,Photo ExposureBiasNumerator
744C8242-4DF5-456C-AB9E-014EFB9021E3\100,Calendar OrganizerAddress
745BAF0E-E5C1-4CFB-8A1B-D031A0A52393\100,Photo DigitalZoomDenominator
74A7DE49-FA11-4D3D-A006-DB7E08675916\100,Identity ProviderID
75ee72ae-7d5f-482f-9487-f1c46ca819c1\100,Camera Roll Deduplication Id
76C09943-7C33-49E3-9E7E-CDBA872CFADA\100,GPS Track
776B6B3B-1E3D-4B0C-9A0E-8FBAF2A8492A\100,Photo FocalLengthNumerator
78342DCB-E358-4145-AE9A-6BFE4E0F9F51\100,GPS AltitudeDenominator
78C34FC8-104A-4ACA-9EA4-524D52996E57\256,Devices DeviceInstanceId
79486778-4c6f-4dde-bc53-cd594311af99\2,Connected Search Local Weights
79D94E82-4D79-45AA-821A-74858B4E4CA6\2,Devices AepService IoT ServiceInterfaces
7a55582b-bd8c-4475-b94c-b87a388a7899\100,Status Icons
7A7D76F4-B630-4BD7-95FF-37CC51A975C9\2,Link TargetExtension
7ABCF4F8-7C3F-4988-AC91-8D2C2E97ECA5\100,GPS DestBearingDenominator
7B9F6399-0A3F-4B12-89BD-4ADC51C918AF\100,Contact HomeAddressPostOfficeBox
7ba3535d-69aa-4525-a938-f3ec79485377\2,SAM Allowed Logon
7ba3535d-69aa-4525-a938-f3ec79485377\3,SAM Dont Enumerate For Logon
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\2,Sync HandlerCollectionID
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\3,Sync HandlerID
7bd5533e-af15-44db-b8c8-bd6624e1d032\4,Sync Event Description
7bd5533e-af15-44db-b8c8-bd6624e1d032\5,Sync Progress
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\6,Sync ItemID
7bd5533e-af15-44db-b8c8-bd6624e1d032\7,Sync Date Synchronized
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\8,Sync HandlerType
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\9,Sync HandlerTypeLabel
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\10,Sync Status
7bd5533e-af15-44db-b8c8-bd6624e1d032\11,Sync Conflict Count
7bd5533e-af15-44db-b8c8-bd6624e1d032\12,Sync Error Count
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\13,Sync Comments
7bd5533e-af15-44db-b8c8-bd6624e1d032\14,Sync Enabled
7bd5533e-af15-44db-b8c8-bd6624e1d032\15,Sync Hidden
7bd5533e-af15-44db-b8c8-bd6624e1d032\16,Sync Connected
7bd5533e-af15-44db-b8c8-bd6624e1d032\17,Sync Link
7bd5533e-af15-44db-b8c8-bd6624e1d032\19,Sync Context
7bd5533e-af15-44db-b8c8-bd6624e1d032\20,Sync Event Level
7bd5533e-af15-44db-b8c8-bd6624e1d032\21,Sync Event Flags
7bd5533e-af15-44db-b8c8-bd6624e1d032\22,Sync Sync Results
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\23,Sync ProgressPercentage
7BD5533E-AF15-44DB-B8C8-BD6624E1D032\24,Sync State
7bd5533e-af15-44db-b8c8-bd6624e1d032\25,Sync Item State
7bd5533e-af15-44db-b8c8-bd6624e1d032\26,Sync Item Status Text
7bd5533e-af15-44db-b8c8-bd6624e1d032\27,Sync Item Status Description
7bd5533e-af15-44db-b8c8-bd6624e1d032\28,Sync Item Status Action
7bd5533e-af15-44db-b8c8-bd6624e1d032\29,Sync Global Activity Message
7bd5533e-af15-44db-b8c8-bd6624e1d032\30,Sync Last Synced Message
7D122D5A-AE5E-4335-8841-D71E7CE72F53\100,GPS SpeedDenominator
7D683FC9-D155-45A8-BB1F-89D19BCB792F\100,Identity DisplayName
7DDAAAD1-CCC8-41AE-B750-B2CB8031AEA2\100,GPS LatitudeNumerator
7FD7259D-16B4-4135-9F97-7C96ECD2FA9E\100,PropGroup Message
7FE3AA27-2648-42F3-89B0-454E5CB150C3\100,Photo ProgramModeText
807B653A-9E91-43EF-8F97-11CE04EE20C5\100,Communication Suffix
80D81EA6-7473-4B0C-8216-EFC11A2C4C8B\2,Devices ModelId
80F41EB8-AFC4-4208-AA5F-CCE21A627281\100,Contact ConnectedServiceIdentities
813F4124-34E6-4D17-AB3E-6B1F3C2247A1\100,Photo MakerNoteOffset
821437D6-9EAB-4765-A589-3B1CBBD22A61\100,Photo PhotometricInterpretationText
827EDB4F-5B73-44A7-891D-FDFFABEA35CA\100,GPS Altitude
83914d1a-c270-48bf-b00d-1c4e451b0150\100,Default Group Order
83A6347E-6FE4-4F40-BA9C-C4865240D1F4\100,Communication FollowupIconIndex
83DA6326-97A6-4088-9453-A1923F573B29\9,Devices IsSoftwareInstalling
847C66DE-B8D6-4AF9-ABC3-6F4F926BC039\14,DeviceInterface PrinterDriverDirectory
84D8F337-981D-44B3-9615-C7596DBA17E3\100,Contact EmailAddresses
8589E481-6040-473D-B171-7FA89C2708ED\100,Contact CompanyMainTelephone
8619A4B6-9F4D-4429-8C0F-B996CA59E335\100,Communication SecurityFlags
86407db8-9df7-48cd-b986-f999adc19731\2,Share Target Description
8727CFFF-4868-4EC6-AD5B-81B98521D1AB\100,GPS Latitude
880F70A2-6082-47AC-8AAB-A739D1A300C3\151,Devices SharedTooltip
880F70A2-6082-47AC-8AAB-A739D1A300C3\152,Devices NetworkedTooltip
880F70A2-6082-47AC-8AAB-A739D1A300C3\153,Devices DefaultTooltip
8859A284-DE7E-4642-99BA-D431D044B1EC\100,PropGroup MediaAdvanced
8943B373-388C-4395-B557-BC6DBAFFAFDB\2,Devices AudioDevice RawProcessingSupported
8943B373-388C-4395-B557-BC6DBAFFAFDB\3,Devices AudioDevice Microphone SensitivityInDbfs
8943B373-388C-4395-B557-BC6DBAFFAFDB\4,Devices AudioDevice Microphone SignalToNoiseRatioInDb
8969B275-9475-4E00-A887-FF93B8B41E44\100,PropGroup Description
897B3694-FE9E-43E6-8066-260F590C0100\2,Contact JA CompanyNamePhonetic
897B3694-FE9E-43E6-8066-260F590C0100\3,Contact JA FirstNamePhonetic
897B3694-FE9E-43E6-8066-260F590C0100\4,Contact JA LastNamePhonetic
8A2F99F9-3C37-465D-A8D7-69777A246D0C\2,Link FeedItemLocalId
8A2F99F9-3C37-465D-A8D7-69777A246D0C\5,Link TargetUrlHostName
8A2F99F9-3C37-465D-A8D7-69777A246D0C\6,Link TargetUrlPath
8AF4961C-F526-43E5-AA81-DB768219178D\100,Photo SubjectDistanceNumerator
8AFCC170-8A46-4B53-9EEE-90BAE7151E62\100,Contact HomeAddressPostalCode
8B26EA41-058F-43F6-AECC-4035681CE977\100,Contact OtherAddressPostOfficeBox
8bf6b9f6-b4f5-482f-a2c2-44bdad2fcfa9\51,SAM Account Is Disabled For Logon UI
8C3B93A4-BAED-1A83-9A32-102EE313F6EB\100,Identity Blob
8C7ED206-3F8A-4827-B3AB-AE9E1FAEFC6C\2,Devices ContainerId
8C7ED206-3F8A-4827-B3AB-AE9E1FAEFC6C\4,Devices InLocalMachineContainer
8d72aca1-0716-419a-9ac1-acb07b18dc32\2,File Attributes Display
8E531030-B960-4346-AE0D-66BC9A86FB94\100,Communication Direction
8E8ECF7C-B7B8-4EB8-A63F-0EE715C96F9E\100,Photo GainControlNumerator
8F167568-0AAE-4322-8ED9-6055B7B0E398\100,Contact OtherAddressCountry
8F367200-C270-457C-B1D4-E07C5BCD90C7\100,Contact LastName
8FDC6DEA-B929-412B-BA90-397A257465FE\100,Contact CarTelephone
900A403B-097B-4B95-8AE2-071FDAEEB118\100,PropGroup Advanced
90197CA7-FD8F-4E8C-9DA3-B57E1E609295\100,RatingText
908696C7-8F87-44F2-80ED-A8C1C6894575\2,LibraryLocationsCount
908696c7-8f87-44f2-80ed-a8c1c6894575\4,Library Locations List
9098F33C-9A7D-48A8-8DE5-2E1227A64E91\100,Message ProofInProgress
90E5E14E-648B-4826-B2AA-ACAF790E3513\10,IsEncrypted
916d17ac-8a97-48af-85b7-867a88fad542\2,Connected Search Auto Complete
91EFF6F3-2E27-42CA-933E-7C999FBE310B\100,Contact BusinessFaxNumber
93112F89-C28B-492F-8A9D-4BE2062CEE8A\100,Photo ExposureIndexDenominator
95BEB1FC-326D-4644-B396-CD3ED90E6DDF\100,Journal EntryType
95C656C1-2ABF-4148-9ED3-9EC602E3B7CD\100,Contact OtherAddressPostalCode
95E127B5-79CC-4E83-9C9E-8422187B3E0E\2,DeviceInterface WinUsb UsbVendorId
95E127B5-79CC-4E83-9C9E-8422187B3E0E\3,DeviceInterface WinUsb UsbProductId
95E127B5-79CC-4E83-9C9E-8422187B3E0E\4,DeviceInterface WinUsb UsbClass
95E127B5-79CC-4E83-9C9E-8422187B3E0E\5,DeviceInterface WinUsb UsbSubClass
95E127B5-79CC-4E83-9C9E-8422187B3E0E\6,DeviceInterface WinUsb UsbProtocol
95E127B5-79CC-4E83-9C9E-8422187B3E0E\7,DeviceInterface WinUsb DeviceInterfaceClasses
9660C283-FC3A-4A08-A096-EED3AAC46DA2\100,Contact DataSuppliers
967B5AF8-995A-46ED-9E11-35B3C5B9782D\100,Photo ExposureIndex
972E333E-AC7E-49F1-8ADF-A70D07A9BCAB\100,GPS AreaInformation
9744311e-7951-4b2e-b6f0-ecb293cac119\1,Devices Aep Bluetooth Issue Inquiry
9744311e-7951-4b2e-b6f0-ecb293cac119\2,Devices Aep Bluetooth Le Active Scanning
9744311e-7951-4b2e-b6f0-ecb293cac119\3,Devices Aep Bluetooth Le Scan Interval
9744311e-7951-4b2e-b6f0-ecb293cac119\4,Devices Aep Bluetooth Le Scan Window
9744311E-7951-4B2E-B6F0-ECB293CAC119\5,Devices AepService Bluetooth CacheMode
9744311E-7951-4B2E-B6F0-ECB293CAC119\6,Devices AepService Bluetooth TargetDevice
97B0AD89-DF49-49CC-834E-660974FD755B\100,Contact Label
98f920d1-51e2-4722-9069-3c4b5cff5165\100,Is Barricade Page
98F98354-617A-46B8-8560-5B1B64BF1F89\100,Contact HomeAddress
995EF0B0-7EB3-4A8B-B9CE-068BB3F4AF69\1,Devices Aep Bluetooth Le Appearance
995ef0b0-7eb3-4a8b-b9ce-068bb3f4af69\2,Devices Aep Bluetooth Le Advertisement
995ef0b0-7eb3-4a8b-b9ce-068bb3f4af69\3,Devices Aep Bluetooth Le Scan Response
995EF0B0-7EB3-4A8B-B9CE-068BB3F4AF69\4,Devices Aep Bluetooth Le AddressType
995EF0B0-7EB3-4A8B-B9CE-068BB3F4AF69\5,Devices Aep Bluetooth Le Appearance Category
995EF0B0-7EB3-4A8B-B9CE-068BB3F4AF69\6,Devices Aep Bluetooth Le Appearance Subcategory
995EF0B0-7EB3-4A8B-B9CE-068BB3F4AF69\8,Devices Aep Bluetooth Le IsConnectable
9973D2B5-BFD8-438A-BA94-5349B293181A\100,PropGroup Calendar
9A8EBB75-6458-4E82-BACB-35C0095B03BB\100,Photo TranscodedForSync
9A93244D-A7AD-4FF8-9B99-45EE4CC09AF6\100,Contact AssistantTelephone
9A9BC088-4F6D-469E-9919-E705412040F9\100,Message IsFwdOrReply
9AB84393-2A0F-4B75-BB22-7279786977CB\100,GPS DestBearingRef
9AD5BADB-CEA7-4470-A03D-B84E51B9949E\100,Contact Anniversary
9AEBAE7A-9644-487D-A92C-657585ED751A\100,Media SubscriptionContentId
9b174b33-40ff-11d2-a27e-00c04fc30871\2,Recycle Deleted From
9b174b33-40ff-11d2-a27e-00c04fc30871\3,Recycle Date Deleted
9B174B34-40FF-11D2-A27E-00C04FC30871\4,FileOwner
9b174b34-40ff-11d2-a27e-00c04fc30871\8,New Menu Preferred Types
9b174b34-40ff-11d2-a27e-00c04fc30871\10,New Menu Allowed Types
9B174B35-40FF-11D2-A27E-00C04FC30871\2,FreeSpace
